run_id,policy,bw_mbit,obj_label,obj_bytes,iteration,client,client_ip,rtt_nominal_ms,round,port,size_download,time_connect_ms,time_ttfb_ms,time_total_ms,fct_ms,trasferimento_ms,goodput_mbps,iw_route,iw_applied,max_cwnd,srtt_ms,min_rtt_ms,retrans,bytes_acked,mss,duration_ms,ewma_after,samples,penalties
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,1,52348,1048576,6.64,13.731,463.74100000000004,463.74100000000004,457.10100000000006,18.088993640846937,10,24,34,10.038,6.272,0,1048827,1448,457.513,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,2,52360,1048576,6.581,13.536,449.973,449.973,443.392,18.64246965929067,10,24,34,10.028,6.38,0,1048827,1448,449.31,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,3,52362,1048576,6.6160000000000005,13.074,446.308,446.308,439.69199999999995,18.795558224365237,10,24,34,10.055,6.331,0,1048827,1448,444.672,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,4,52374,1048576,7.072,14.257000000000001,449.209,449.209,442.137,18.67417616298872,10,24,33,10.01,6.309,0,1048827,1448,445.793,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,5,52376,1048576,6.736,13.867,449.181,449.181,442.445,18.67534023033031,10,24,34,10.07,6.328,0,1048827,1448,445.163,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,6,38938,1048576,6.7780000000000005,13.554,449.183,449.183,442.405,18.67525707785023,10,24,34,9.972,6.322,0,1048827,1448,444.728,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,7,38942,1048576,6.845000000000001,13.644,450.261,450.261,443.41600000000005,18.630545394782136,10,24,34,9.98,6.329,0,1048827,1448,445.313,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,8,38944,1048576,6.79,13.442,450.221,450.221,443.431,18.63220063035709,10,24,33,10.082,6.248,0,1048827,1448,444.995,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,9,38960,1048576,6.6,13.257,454.325,454.325,447.72499999999997,18.463892587905136,10,24,33,12.471,6.119,0,1048827,1448,448.98,0,0,0
statichigh-bpf_bw20_1M_it03,statichigh-bpf,20,1M,1048576,3,h2,10.0.0.2,6.0,10,38964,1048576,6.841,13.657,450.587,450.587,443.74600000000004,18.61706618255742,10,24,33,10.055,6.32,0,1048827,1448,444.812,0,0,0
