policy,bw_mbit,obj_label,client,iteration,obj_bytes,rtt_nominal_ms,n_conn,n_iterations,fct_ms_mean,fct_ms_median,fct_ms_std,fct_ms_p95,goodput_mbps_mean,goodput_mbps_median,goodput_mbps_std,goodput_mbps_p95,trasferimento_ms_mean,trasferimento_ms_median,trasferimento_ms_std,trasferimento_ms_p95,retrans_mean,retrans_median,retrans_std,retrans_p95,srtt_ms_mean,srtt_ms_median,srtt_ms_std,srtt_ms_p95,iw_applied_mean,iw_applied_median,iw_applied_std,iw_applied_p95,max_cwnd_mean,max_cwnd_median,max_cwnd_std,max_cwnd_p95,retrans_flow_pct,penalties_total
statichigh,20,200K,h4,10,204800,52.0,15,1,269.5005,270.589,3.9263,274.1599,6.0806,6.0549,0.0896,6.2402,210.1348,210.475,2.7158,213.1236,0.0,0,0.0,0.0,55.7377,55.728,0.065,55.8356,24.0,24,0.0,24.0,143.6,142,6.577,150.2,0.0,0
statichigh-bpf,20,200K,h2,1,204800,6.0,15,1,99.3327,99.43,1.0148,100.9583,16.4957,16.4779,0.168,16.7294,92.7763,92.789,0.9229,94.2322,0.0,0,0.0,0.0,9.9439,9.968,0.0788,10.0292,24.0,24,0.0,24.0,33.2667,33,0.7988,34.0,0.0,0
statichigh-bpf,20,200K,h2,2,204800,6.0,15,1,99.2433,98.411,3.0193,102.6054,16.5219,16.6485,0.4578,16.7186,92.4803,91.513,3.0032,95.8579,0.0,0,0.0,0.0,10.0198,9.968,0.3986,10.4361,24.0,24,0.0,24.0,34.6667,34,4.5461,39.1,0.0,0
statichigh-bpf,20,200K,h2,3,204800,6.0,15,1,98.8854,98.413,1.497,101.881,16.5721,16.6482,0.2427,16.7279,91.7693,91.586,0.697,92.8866,0.0,0,0.0,0.0,9.9554,9.987,0.1367,10.1704,24.0,24,0.0,24.0,33.3333,33,0.488,34.0,0.0,0
statichigh-bpf,20,200K,h2,4,204800,6.0,15,1,98.4657,98.469,0.1935,98.7464,16.6394,16.6387,0.0327,16.6843,91.6731,91.67,0.1534,91.879,0.0,0,0.0,0.0,9.9451,9.974,0.0894,10.0254,24.0,24,0.0,24.0,33.3333,33,0.488,34.0,0.0,0
statichigh-bpf,20,200K,h2,5,204800,6.0,15,1,98.7045,98.37,1.3621,100.1843,16.6019,16.6555,0.2194,16.7084,92.0069,91.617,1.3875,93.5777,0.0,0,0.0,0.0,10.0056,9.972,0.2501,10.512,24.0,24,0.0,24.0,33.6667,34,0.6172,34.3,0.0,0
statichigh-bpf,20,200K,h2,6,204800,6.0,15,1,98.582,98.597,0.4516,99.2863,16.62,16.6171,0.0758,16.7118,91.8197,91.732,0.4539,92.4925,0.0,0,0.0,0.0,9.9217,9.94,0.0933,10.0354,24.0,24,0.0,24.0,33.4,33,0.5071,34.0,0.0,0
statichigh-bpf,20,200K,h2,7,204800,6.0,15,1,98.3858,98.32,0.2721,98.8736,16.6529,16.664,0.0459,16.7016,91.6625,91.622,0.2535,92.1152,0.0,0,0.0,0.0,9.9096,9.915,0.1089,10.0404,24.0,24,0.0,24.0,33.4667,33,0.5164,34.0,0.0,0
statichigh-bpf,20,200K,h2,8,204800,6.0,15,1,98.6144,98.536,0.2411,98.991,16.6143,16.6274,0.0405,16.6564,91.8827,91.83,0.1785,92.1862,0.0,0,0.0,0.0,9.9601,9.951,0.0686,10.054,24.0,24,0.0,24.0,33.2667,33,0.4577,34.0,0.0,0
statichigh-bpf,20,200K,h2,9,204800,6.0,15,1,98.3673,98.48,0.4414,98.7248,16.6563,16.6369,0.0755,16.7553,91.6375,91.703,0.3826,91.9467,0.0,0,0.0,0.0,9.9093,9.946,0.1076,10.0229,24.0,24,0.0,24.0,33.4,33,0.5071,34.0,0.0,0
statichigh-bpf,20,200K,h2,10,204800,6.0,15,1,97.7617,97.706,0.3406,98.2632,16.7593,16.7687,0.0581,16.8279,91.3977,91.373,0.3065,91.8684,0.0,0,0.0,0.0,9.9192,9.955,0.1244,10.0253,24.0,24,0.0,24.0,33.4,33,0.5071,34.0,0.0,0
statichigh-bpf,20,200K,h3,1,204800,22.0,15,1,144.0591,144.08,1.7119,146.0877,11.3746,11.3715,0.1363,11.633,119.0861,119.748,1.4412,121.1902,0.0,0,0.0,0.0,25.0801,25.05,0.1221,25.241,24.0,24,0.0,24.0,46.8667,47,0.5164,47.0,0.0,0
statichigh-bpf,20,200K,h3,2,204800,22.0,15,1,144.0301,143.637,2.0157,147.6016,11.3774,11.4065,0.1565,11.5631,118.9185,118.413,2.1227,123.3276,0.0,0,0.0,0.0,25.1873,25.12,0.2141,25.4701,24.0,24,0.0,24.0,46.8,47,0.5606,47.0,0.0,0
statichigh-bpf,20,200K,h3,3,204800,22.0,15,1,142.1215,141.887,1.5599,144.6712,11.5295,11.5472,0.1262,11.7192,117.5358,117.813,1.0781,119.0275,0.0,0,0.0,0.0,25.1083,25.116,0.0488,25.1758,24.0,24,0.0,24.0,47.0,47,0.0,47.0,0.0,0
statichigh-bpf,20,200K,h3,4,204800,22.0,15,1,143.2737,143.69,1.0771,144.3584,11.4361,11.4023,0.0865,11.5857,118.1772,118.292,0.5756,118.8872,0.0,0,0.0,0.0,25.0921,25.101,0.0477,25.1588,24.0,24,0.0,24.0,46.7333,47,0.7037,47.0,0.0,0
statichigh-bpf,20,200K,h3,5,204800,22.0,15,1,143.5577,143.999,2.0479,146.5327,11.415,11.3779,0.1627,11.6568,118.381,118.184,1.2557,120.5475,0.0,0,0.0,0.0,25.1144,25.044,0.1722,25.4841,24.0,24,0.0,24.0,48.4667,47,5.6804,53.6,0.0,0
statichigh-bpf,20,200K,h3,6,204800,22.0,15,1,142.7325,143.145,1.2576,144.3277,11.4797,11.4457,0.1016,11.6358,117.5774,118.14,1.003,118.6299,0.0,0,0.0,0.0,25.3562,25.14,0.8231,26.4071,24.0,24,0.0,24.0,48.2667,47,5.7628,53.6,0.0,0
statichigh-bpf,20,200K,h3,7,204800,22.0,15,1,142.7746,143.197,1.495,144.3072,11.4766,11.4416,0.1212,11.6841,118.0137,118.253,0.7753,118.5666,0.0,0,0.0,0.0,25.0638,25.061,0.0614,25.1465,24.0,24,0.0,24.0,47.0,47,0.0,47.0,0.0,0
statichigh-bpf,20,200K,h3,8,204800,22.0,15,1,143.7016,143.388,2.5291,146.7077,11.4046,11.4263,0.1954,11.6543,118.4888,118.527,2.1058,121.0122,0.0,0,0.0,0.0,25.2376,25.076,0.6996,25.9333,24.0,24,0.0,24.0,48.5333,47,5.9386,53.9,0.0,0
statichigh-bpf,20,200K,h3,9,204800,22.0,15,1,143.5569,143.697,0.8016,144.6916,11.4132,11.4018,0.0637,11.4919,118.1583,118.312,0.5547,118.7639,0.0,0,0.0,0.0,25.0764,25.077,0.0423,25.1434,24.0,24,0.0,24.0,47.0,47,0.0,47.0,0.0,0
statichigh-bpf,20,200K,h3,10,204800,22.0,15,1,143.099,143.542,1.4665,144.2663,11.4506,11.4141,0.1197,11.6238,117.7791,118.068,0.8472,118.4768,0.0,0,0.0,0.0,25.0475,25.05,0.0527,25.114,24.0,24,0.0,24.0,47.0,47,0.0,47.0,0.0,0
statichigh-bpf,20,200K,h4,1,204800,52.0,15,1,269.4177,268.697,3.2874,274.8277,6.0821,6.0976,0.0741,6.1986,210.4347,210.374,2.9532,214.3027,0.0,0,0.0,0.0,55.7533,55.722,0.1224,55.9175,24.0,24,0.0,24.0,143.8667,142,6.4239,150.2,0.0,0
statichigh-bpf,20,200K,h4,2,204800,52.0,15,1,266.2055,265.513,3.2232,271.3673,6.1555,6.1707,0.0741,6.2491,208.1113,207.158,2.7455,213.1819,0.0,0,0.0,0.0,55.7835,55.768,0.1,55.9826,24.0,24,0.0,24.0,143.5333,142,6.5886,150.2,0.0,0
statichigh-bpf,20,200K,h4,3,204800,52.0,15,1,268.4539,267.038,5.2659,276.7942,6.1053,6.1355,0.1186,6.2508,210.0641,209.514,4.9129,217.8941,0.0,0,0.0,0.0,56.3154,55.841,1.4264,59.0141,24.0,24,0.0,24.0,146.4,142,10.9792,167.0,0.0,0
statichigh-bpf,20,200K,h4,4,204800,52.0,15,1,271.6225,271.729,2.1629,274.7027,6.0323,6.0295,0.0481,6.1034,211.5093,212.026,1.7639,213.307,0.0,0,0.0,0.0,55.7519,55.738,0.0469,55.8321,24.0,24,0.0,24.0,142.4667,142,0.5164,143.0,0.0,0
statichigh-bpf,20,200K,h4,5,204800,52.0,15,1,267.8258,268.315,3.2464,273.0814,6.1182,6.1063,0.074,6.22,209.0847,209.376,3.0229,213.0829,0.0,0,0.0,0.0,55.7747,55.749,0.1308,55.9635,24.0,24,0.0,24.0,144.4,142,6.4343,153.7,0.0,0
statichigh-bpf,20,200K,h4,6,204800,52.0,15,1,265.6374,266.183,3.8992,271.0483,6.169,6.1552,0.0904,6.2835,207.3973,207.834,2.7406,211.3755,0.0,0,0.0,0.0,55.7895,55.743,0.1012,55.9766,24.0,24,0.0,24.0,143.4,142,6.6847,150.2,0.0,0
statichigh-bpf,20,200K,h4,7,204800,52.0,15,1,266.1836,265.731,3.6542,271.0684,6.1562,6.1656,0.0846,6.2725,207.7507,208.509,2.5838,211.605,0.0,0,0.0,0.0,55.7437,55.737,0.0223,55.7766,24.0,24,0.0,24.0,141.8667,142,1.1872,143.0,0.0,0
statichigh-bpf,20,200K,h4,8,204800,52.0,15,1,266.9759,265.925,4.1928,273.5086,6.1383,6.1611,0.0965,6.2703,208.9281,208.502,4.0136,215.9238,0.0,0,0.0,0.0,55.7759,55.763,0.0801,55.9101,24.0,24,0.0,24.0,145.0667,142,8.9639,167.0,0.0,0
statichigh-bpf,20,200K,h4,9,204800,52.0,15,1,269.6487,269.091,2.9336,273.6047,6.0767,6.0886,0.0662,6.1855,210.2644,210.912,2.1569,212.9438,0.0,0,0.0,0.0,55.7421,55.74,0.0336,55.7925,24.0,24,0.0,24.0,143.6,142,6.577,150.2,0.0,0
statichigh-bpf,20,200K,h4,10,204800,52.0,15,1,269.4075,270.665,4.762,275.0001,6.0833,6.0532,0.1099,6.2467,209.6741,210.314,3.6348,213.2258,0.0,0,0.0,0.0,55.7467,55.73,0.0688,55.8377,24.0,24,0.0,24.0,142.0,142,1.0,143.0,0.0,0
