run_id,policy,bw_mbit,obj_label,obj_bytes,iteration,client,client_ip,rtt_nominal_ms,round,port,size_download,time_connect_ms,time_ttfb_ms,time_total_ms,fct_ms,trasferimento_ms,goodput_mbps,iw_route,iw_applied,max_cwnd,srtt_ms,min_rtt_ms,retrans,bytes_acked,mss,duration_ms,ewma_after,samples,penalties
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,1,33892,1048576,6.723,13.391,445.594,445.594,438.87100000000004,18.825675390602207,10,24,33,10.002,6.291,0,1048827,1448,445.398,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,2,33908,1048576,9.462,16.448,454.186,454.186,444.72399999999993,18.469543314853386,10,24,33,10.103,6.273,0,1048827,1448,450.023,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,3,33910,1048576,6.577999999999999,13.376000000000001,453.476,453.476,446.898,18.4984607785197,10,24,34,10.716,6.344,0,1048827,1448,451.206,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,4,58678,1048576,7.253,14.527999999999999,449.717,449.717,442.46399999999994,18.653081827015658,10,24,34,9.858,6.316,0,1048827,1448,445.429,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,5,58684,1048576,6.657,13.629000000000001,449.297,449.297,442.64,18.670518610184352,10,24,34,9.999,6.306,0,1048827,1448,444.976,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,6,58690,1048576,6.724,13.475000000000001,449.543,449.543,442.819,18.6603016841548,10,24,33,10.119,6.234,0,1048827,1448,444.969,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,7,58706,1048576,6.898,14.595,452.069,452.069,445.171,18.556034587640383,10,24,34,10.208,6.306,0,1048827,1448,446.754,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,8,58716,1048576,6.725,13.365,454.012,454.012,447.28700000000003,18.47662176330141,10,24,33,10.026,6.254,0,1048827,1448,448.689,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,9,35022,1048576,7.08,13.841,451.043,451.043,443.9630000000001,18.59824451327257,10,24,33,9.974,6.237,0,1048827,1448,444.91,0,0,0
statichigh-bpf_bw20_1M_it07,statichigh-bpf,20,1M,1048576,7,h2,10.0.0.2,6.0,10,35036,1048576,6.56,13.637,450.93899999999996,450.93899999999996,444.37899999999996,18.602533823865315,10,24,33,10.111,6.233,0,1048827,1448,445.035,0,0,0
