run_id,policy,bw_mbit,obj_bytes,iteration,dst_ip,dport,sport,iw_route,iw_applied,max_cwnd,srtt_us,min_rtt_us,retrans,bytes_acked,mss,duration_us,ewma_after,samples,penalties
calib_iw010_200K,static10,100,204800,0,10.0.0.2,44598,80,10,10,70,6474,6000,9,205049,1448,38863,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.3,55578,80,10,10,118,23764,22650,0,205049,1448,126921,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.4,33590,80,10,10,153,52657,52514,0,205049,1448,243621,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.2,44614,80,10,10,70,6329,6000,14,205049,1448,38601,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.3,55584,80,10,10,153,23330,22508,0,205049,1448,110151,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.4,33598,80,10,10,153,52653,52511,0,205049,1448,237895,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.2,44618,80,10,10,70,6623,6000,10,205049,1448,39239,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.3,55590,80,10,10,153,23345,22503,0,205049,1448,108710,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.4,33608,80,10,10,153,52655,52437,0,205049,1448,243792,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.2,48900,80,10,10,71,6474,6000,12,205049,1448,39785,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.3,40788,80,10,10,153,23331,22576,0,205049,1448,111311,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.4,47672,80,10,10,153,52899,52495,0,205049,1448,242440,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.2,48910,80,10,10,71,6534,6000,12,205049,1448,39512,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.3,40794,80,10,10,153,23326,22516,0,205049,1448,111131,0,0,0
calib_iw010_200K,static10,100,204800,0,10.0.0.4,47674,80,10,10,153,52756,52517,0,205049,1448,244582,0,0,0
