run_id,policy,bw_mbit,obj_bytes,iteration,dst_ip,dport,sport,iw_route,iw_applied,max_cwnd,srtt_us,min_rtt_us,retrans,bytes_acked,mss,duration_us,ewma_after,samples,penalties
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39632,80,16,16,39,6715,6231,0,30967,1448,13252,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45314,80,16,16,39,26237,24487,0,30967,1448,52808,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40210,80,16,16,39,60194,58269,0,30967,1448,120724,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39636,80,16,16,39,6901,6604,0,30967,1448,14144,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45318,80,16,16,39,26248,24633,0,30967,1448,52855,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40216,80,16,16,39,59750,55411,0,30967,1448,119082,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39642,80,16,16,39,6656,6323,0,30967,1448,13823,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45322,80,16,16,39,25794,24518,0,30967,1448,52024,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40218,80,16,16,39,61917,60892,0,30967,1448,124477,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39654,80,16,16,39,6961,6463,0,30967,1448,14434,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45330,80,16,16,39,25994,24342,0,30967,1448,52368,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40234,80,16,16,39,59959,55895,0,30967,1448,120896,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39656,80,16,16,39,6601,6272,0,30967,1448,13413,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45338,80,16,16,39,26118,24521,0,30967,1448,52581,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40248,80,16,16,39,59228,58205,0,30967,1448,118795,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39670,80,16,16,39,6689,6300,0,30967,1448,13344,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45346,80,16,16,39,24782,23759,0,30967,1448,49733,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40250,80,16,16,39,59376,57368,0,30967,1448,118841,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39676,80,16,16,39,6928,6544,0,30967,1448,14244,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45354,80,16,16,39,25635,24581,0,30967,1448,51784,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40258,80,16,16,39,59922,56159,0,30967,1448,119647,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39686,80,16,16,39,6660,6234,0,30967,1448,13187,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45364,80,16,16,39,25520,24546,0,30967,1448,51510,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40272,80,16,16,39,61966,61224,0,30967,1448,124592,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39692,80,16,16,39,6803,6640,0,30967,1448,13701,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45370,80,16,16,39,25144,23905,0,30967,1448,50428,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40288,80,16,16,39,57475,56301,0,30967,1448,115036,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39706,80,16,16,39,6963,6702,0,30967,1448,14334,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45386,80,16,16,39,26089,24761,0,30967,1448,52624,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40296,80,16,16,39,57759,54994,0,30967,1448,116441,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39712,80,16,16,39,6715,6408,0,30967,1448,13427,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45400,80,16,16,39,26161,24591,0,30967,1448,52713,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40306,80,16,16,39,59664,57346,0,30967,1448,119977,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.2,39724,80,16,16,39,6616,6172,0,30967,1448,13107,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.3,45408,80,16,16,39,25422,24557,0,30967,1448,51256,0,0,0
calib_iw016_30K,static10,100,30720,0,10.0.0.4,40308,80,16,16,39,58477,56924,0,30967,1448,117928,0,0,0
