run_id,policy,bw_mbit,obj_bytes,iteration,dst_ip,dport,sport,iw_route,iw_applied,max_cwnd,srtt_us,min_rtt_us,retrans,bytes_acked,mss,duration_us,ewma_after,samples,penalties
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38822,80,96,96,96,7654,6000,24,205049,1448,38049,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57910,80,96,96,108,23647,23080,0,205049,1448,81132,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42404,80,96,96,121,60161,52530,0,205049,1448,192246,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38830,80,96,96,96,6948,6000,28,205049,1448,38130,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57926,80,96,96,128,25959,23116,2,205049,1448,117385,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42410,80,96,96,152,62976,58063,0,205049,1448,190476,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38834,80,96,96,96,7829,6000,24,205049,1448,38779,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57928,80,96,96,121,23964,22895,0,205049,1448,85875,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42422,80,96,96,129,57257,54223,0,205049,1448,193846,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38850,80,96,96,96,7809,6000,24,205049,1448,40439,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57942,80,96,96,120,23924,22916,0,205049,1448,84037,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42426,80,96,96,127,61080,52371,0,205049,1448,183507,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38862,80,96,96,96,7803,6000,24,205049,1448,38645,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57948,80,96,96,121,23905,22660,0,205049,1448,82202,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42430,80,96,96,137,57335,52520,0,205049,1448,183370,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38878,80,96,96,96,7894,6000,23,205049,1448,38327,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57960,80,96,96,116,24050,22701,0,205049,1448,78448,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42446,80,96,96,149,63761,60242,0,205049,1448,204366,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38892,80,96,96,96,7926,6000,23,205049,1448,38760,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57976,80,96,96,127,27355,22938,2,205049,1448,118587,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42450,80,96,96,112,52892,52450,0,205049,1448,183099,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38908,80,96,96,96,7800,6000,24,205049,1448,38488,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,57988,80,96,96,121,23986,23085,0,205049,1448,85753,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42464,80,96,96,149,62415,58902,0,205049,1448,203532,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38914,80,96,96,96,6750,6000,31,205049,1448,40748,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,58002,80,96,96,115,23610,22912,0,205049,1448,78128,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,42468,80,96,96,147,66225,61381,0,205049,1448,206086,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.2,38916,80,96,96,96,7848,6000,24,205049,1448,38016,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.3,58016,80,96,96,128,28669,22564,3,205049,1448,150944,0,0,0
calib_iw096_200K,static10,100,204800,0,10.0.0.4,36956,80,96,96,110,54302,53196,0,205049,1448,180690,0,0,0
