run_id,policy,bw_mbit,obj_label,obj_bytes,iteration,client,client_ip,rtt_nominal_ms,round,port,size_download,time_connect_ms,time_ttfb_ms,time_total_ms,fct_ms,trasferimento_ms,goodput_mbps,iw_route,iw_applied,max_cwnd,srtt_ms,min_rtt_ms,retrans,bytes_acked,mss,duration_ms,ewma_after,samples,penalties
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,1,44358,10240,6.6,13.292,13.997,13.997,7.397000000000001,5.8526827177252265,10,10,18,6.508,6.347,0,10487,1448,7.085,8,1,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,2,44364,10240,6.352,12.749,13.49,13.49,7.138,6.072646404744255,10,10,18,6.39,6.196,0,10487,1448,7.089,8,2,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,3,44378,10240,6.776,13.162999999999998,14.093,14.093,7.316999999999999,5.812814872631803,10,10,18,6.501,6.259,0,10487,1448,7.41,8,3,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,4,44394,10240,6.801,13.181,14.012,14.012,7.211,5.846417356551527,10,10,18,6.487,6.372,0,10487,1448,7.268,8,4,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,5,44404,10240,6.472,13.469999999999999,13.736,13.736,7.263999999999999,5.963890506697728,10,10,18,6.456,6.257,0,10487,1448,7.18,8,5,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,6,44410,10240,6.579,13.624,13.911,13.911,7.332,5.888864927036159,10,10,18,6.595,6.342,0,10487,1448,7.252,8,6,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,7,44426,10240,6.625,12.991000000000001,13.731,13.731,7.106000000000001,5.966062195033137,10,10,18,6.34,6.149,0,10487,1448,7.112,8,7,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,8,44434,10240,6.6080000000000005,13.065999999999999,13.847999999999999,13.847999999999999,7.239999999999999,5.915655690352398,10,10,18,6.406,6.298,0,10487,1448,7.263,8,8,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,9,44444,10240,6.793,13.244,14.035,14.035,7.242,5.836836480228001,10,10,18,6.51,6.392,0,10487,1448,7.178,8,9,0
ewma_bw100_10K_it03,ewma,100,10K,10240,3,h2,10.0.0.2,6.0,10,44452,10240,6.511,13.207,13.975,13.975,7.4639999999999995,5.861896243291592,10,10,18,6.512,6.366,0,10487,1448,7.15,8,10,0
